english_sentence,hindi_sentence
It is a fast growing tree.,यह एक तेजी से बढ़ता हुआ पेड़ है।
It is a fast growing tree and.,यह एक तेजी से बढ़ता पेड़ है और।
It is a fast growing tree and has.,यह एक तेजी से बढ़ता हुआ पेड़ है और है।
It is a fast growing tree and has branches.,यह एक तेजी से बढ़ते पेड़ है और शाखाएं हैं।
It is a fast growing tree and has branches that.,यह एक तेजी से बढ़ता हुआ पेड़ है और इसकी शाखाएं हैं।
It is a fast growing tree and has branches that are.,यह एक तेज़ बढ़ता हुआ पेड़ है और इसमें शाखाएं हैं।
It is a fast growing tree and has branches that are spreading.,यह एक तेज़ बढ़ता पेड़ है और इसमें शाखाएं फैल रही हैं।
It is a fast growing tree and has branches that are spreading horizontally.,यह एक तेजी से बढ़ता हुआ पेड़ है और शाखाएं हैं जो क्षैतिज फैल रही हैं।
It.,यह।
reaches.,पहुँचती है।
20,२०
to.,प्रति।
40,४०
feet.,पैर।
in.,में।
height.,कद।
It.,यह।
It reaches.,वो पहुँचता है।
It reaches 20.,यह २० तक पहुँचता है।
It reaches 20 to.,यह २० तक पहुंचता है।
It reaches 20 to 40.,यह २० से ४० तक पहुंचता है।
It reaches 20 to 40 feet.,यह २० से ४० फीट तक पहुंचता है।
It reaches 20 to 40 feet in.,यह २० से ४० फीट तक पहुंचता है।
It reaches 20 to 40 feet in height.,यह ऊंचाई में २० से ४० फीट तक पहुंचता है।
The.,।
leaves.,पत्ते।
are.,हैं।
"evergreen,.","सदाबहार,।"
alternate.,एकांतर।
and.,तथा।
long.,लंबा।
pointed.,इशारा किया।
at.,पर।
apex.,सर्वोच्च।
The.,।
The leaves.,पत्तियां।
The leaves are.,पत्तियां हैं।
